constituency_type,contituency_name,candidate_name,Party Category,party_name,postal_votes,state_name,units,electioon_year,EVM_votes,rank,total_votes
General,Baharampur,BISWAMVOIR KALITA,Other,Independent,2,West Bengal,"EVM_votes, postal_votes, total_votes in absolute number",2024,3060,8,3062
General,Baharampur,DR. NIRMAL KUMAR SAHA,BJP,Bharatiya Janata Party,1515,West Bengal,"EVM_votes, postal_votes, total_votes in absolute number",2024,370370,3,371885
General,Baharampur,MANIK KUMAR DAS,Other,Jai Prakash Janata Dal,'-,West Bengal,"EVM_votes, postal_votes, total_votes in absolute number",2024,729,15,729
General,Baharampur,NOTA,Other,None of the Above,11,West Bengal,"EVM_votes, postal_votes, total_votes in absolute number",2024,7474,5,7485
General,Baharampur,PATHAN YUSUF,Other,All India Trinamool Congress,886,West Bengal,"EVM_votes, postal_votes, total_votes in absolute number",2024,523630,1,524516
General,Baharampur,RUNA LAILA,Other,Social Democratic Party Of India,2,West Bengal,"EVM_votes, postal_votes, total_votes in absolute number",2024,1569,10,1571
General,Baharampur,SAMIRAN DAS,Other,Independent,1,West Bengal,"EVM_votes, postal_votes, total_votes in absolute number",2024,18526,4,18527
General,Baharampur,SANTOSH BISWAS,Other,Bahujan Samaj Party,19,West Bengal,"EVM_votes, postal_votes, total_votes in absolute number",2024,4219,7,4238
General,Baharampur,SOMNATH PAUL,Other,All India Arya Mahasabha,'-,West Bengal,"EVM_votes, postal_votes, total_votes in absolute number",2024,2250,9,2250
General,Baharampur,SWAPAN KUMAR MANDAL,Other,Independent,2,West Bengal,"EVM_votes, postal_votes, total_votes in absolute number",2024,6394,6,6396
General,Balaghat,ADVOCATE SATYAPRAKASH SHULKE (LODHI),Other,Madhya Pradesh Jan Vikas Party,3,Madhya Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,1929,13,1932
General,Balaghat,BHARTI PARDHI,BJP,Bharatiya Janata Party,2721,Madhya Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,709939,1,712660
General,Balaghat,BHUVAN SINGH KORAM,Other,Independent,46,Madhya Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,13028,4,13074
General,Balaghat,D.L. MANESHWAR,Other,Peoples Party of India (Democratic),23,Madhya Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,9994,7,10017
General,Balaghat,DHANENDRA DEV PAWAR BANWARI SETH,Other,Independent,60,Madhya Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,7185,8,7245
General,Balaghat,DILEEP CHHABDA,Other,Independent,17,Madhya Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,1733,14,1750
General,Balaghat,KANKAR MUNJARE,Other,Bahujan Samaj Party,251,Madhya Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,52883,3,53134
General,Balaghat,MAHADEV NAGDEVE,Other,Independent,11,Madhya Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,7181,9,7192
General,Balaghat,MOHAN RAUT,Other,Rashtravadi Bharat Party,5,Madhya Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,3537,11,3542
General,Balaghat,NANDLAL UIKEY,Other,Gondvana Gantantra Party,84,Madhya Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,12338,5,12422
General,Balaghat,NOTA,Other,None of the Above,31,Madhya Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,11479,6,11510
General,Balaghat,PRIYANKA SANJAY BHANDARKAR,Other,Bhartiya Shakti Chetna Party,20,Madhya Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,2906,12,2926
General,Balaghat,RAJKUMAR NAGESHWER,Other,Independent,5,Madhya Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,6723,10,6728
General,Balaghat,SAMRAT ASHOK SINGH SARASWAR,INC,Indian National Congress,1815,Madhya Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,536333,2,538148
General,Balasore,AKHIL KUMAR MOHANTA,Other,Independent,1,Odisha,"EVM_votes, postal_votes, total_votes in absolute number",2024,829,12,830
General,Balasore,BIREN PUHAN,Other,Krupaa Party,2,Odisha,"EVM_votes, postal_votes, total_votes in absolute number",2024,1450,10,1452
General,Balasore,DEEPAK SANKAR THAKUR GIRI,Other,Independent,3,Odisha,"EVM_votes, postal_votes, total_votes in absolute number",2024,1191,11,1194
General,Balasore,GOBINDA CHANDRA BHOI,Other,National Apni Party,'-,Odisha,"EVM_votes, postal_votes, total_votes in absolute number",2024,2640,6,2640
General,Balasore,LEKHASRI SAMANTSINGHAR,Other,Biju Janata Dal,792,Odisha,"EVM_votes, postal_votes, total_votes in absolute number",2024,415917,2,416709
General,Balasore,MAHAMEGHABAHAN AIRA KHARABELA SWAIN,Other,Independent,5,Odisha,"EVM_votes, postal_votes, total_votes in absolute number",2024,1863,8,1868
General,Balasore,NOTA,Other,None of the Above,17,Odisha,"EVM_votes, postal_votes, total_votes in absolute number",2024,7333,4,7350
General,Balasore,PRAMOD KUMAR PATTAYAT,Other,Independent,2,Odisha,"EVM_votes, postal_votes, total_votes in absolute number",2024,1637,9,1639
General,Balasore,PRATAP CHANDRA SARANGI,BJP,Bharatiya Janata Party,2275,Odisha,"EVM_votes, postal_votes, total_votes in absolute number",2024,561590,1,563865
General,Balasore,RAJAT KUMAR BEHERA,Other,Bahujan Samaj Party,7,Odisha,"EVM_votes, postal_votes, total_votes in absolute number",2024,2913,5,2920
General,Balasore,SHRIKANTA JENA,INC,Indian National Congress,926,Odisha,"EVM_votes, postal_votes, total_votes in absolute number",2024,236081,3,237007
General,Balasore,SURYAKANTA DASMOHAPATRA,Other,Independent,5,Odisha,"EVM_votes, postal_votes, total_votes in absolute number",2024,2156,7,2161
General,Ballia,ASHOK GUPTA,Other,Independent,8,Uttar Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,1339,11,1347
General,Ballia,AVADHESH VERMA,Other,Independent,11,Uttar Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,1150,13,1161
General,Ballia,LALLAN SINGH YADAV,Other,Bahujan Samaj Party,262,Uttar Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,84943,3,85205
General,Ballia,MANINDR,Other,Independent,1,Uttar Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,1186,12,1187
General,Ballia,NEERAJ SHEKHAR,BJP,Bharatiya Janata Party,2407,Uttar Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,421277,2,423684
General,Ballia,NOTA,Other,None of the Above,20,Uttar Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,8167,4,8187
General,Ballia,PRAKASH KUMAR,Other,Independent,'-,Uttar Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,960,14,960
General,Ballia,RAMNIVAS GOND,Other,Gondvana Gantantra Party,30,Uttar Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,2642,8,2672
General,Ballia,RANJANA,Other,Independent,7,Uttar Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,1871,10,1878
General,Ballia,RAVI KANT SINGH ALIAS RAVI PATEL,Other,Sardar Patel Siddhant Party,7,Uttar Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,3174,7,3181
General,Ballia,SANATAN PANDEY,Other,Samajwadi Party,2595,Uttar Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,464473,1,467068
General,Ballia,SHESHNATH,Other,Independent,1,Uttar Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,3587,6,3588
General,Ballia,SUMESHWAR,Other,Independent,'-,Uttar Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,5056,5,5056
General,Ballia,SURYA BALI PRASAD,Other,Aazad Samaj Party (Kanshi Ram),5,Uttar Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,2143,9,2148
General,Balurghat,ANTA HANSDA,Other,Bahujan Samaj Party,15,West Bengal,"EVM_votes, postal_votes, total_votes in absolute number",2024,5130,8,5145
General,Balurghat,BAKHTIAR MUJAHIT SAHANI,Other,Independent,2,West Bengal,"EVM_votes, postal_votes, total_votes in absolute number",2024,6391,6,6393
General,Balurghat,BIPLAB MITRA,Other,All India Trinamool Congress,1358,West Bengal,"EVM_votes, postal_votes, total_votes in absolute number",2024,563252,2,564610
General,Balurghat,BIRENDRA NATH MAHANTA,Other,Socialist Unity Centre Of India (COMMUNIST),7,West Bengal,"EVM_votes, postal_votes, total_votes in absolute number",2024,1380,13,1387
General,Balurghat,BISWANATH MURMU,Other,Ambedkarite Party of India,11,West Bengal,"EVM_votes, postal_votes, total_votes in absolute number",2024,3454,9,3465
General,Balurghat,HAKIM MURMU,Other,Independent,2,West Bengal,"EVM_votes, postal_votes, total_votes in absolute number",2024,6820,5,6822
General,Balurghat,JOYDEV KUMAR SIDDHANTA,Other,Revolutionary Socialist Party,136,West Bengal,"EVM_votes, postal_votes, total_votes in absolute number",2024,54081,3,54217
General,Balurghat,MD. SARWARDI,Other,Bhumiputra United Party,10,West Bengal,"EVM_votes, postal_votes, total_votes in absolute number",2024,1957,12,1967
General,Balurghat,MOZAMMEL HAQUE,Other,All India Secular Front,7,West Bengal,"EVM_votes, postal_votes, total_votes in absolute number",2024,2261,10,2268
General,Balurghat,NAROTTAM SAHA,Other,Independent,11,West Bengal,"EVM_votes, postal_votes, total_votes in absolute number",2024,2095,11,2106
General,Balurghat,NOTA,Other,None of the Above,7,West Bengal,"EVM_votes, postal_votes, total_votes in absolute number",2024,7430,4,7437
General,Balurghat,RANENDRA NATH MALI,Other,Independent,3,West Bengal,"EVM_votes, postal_votes, total_votes in absolute number",2024,5590,7,5593
General,Balurghat,RUBEL SARKAR,Other,Kamatapur People’s Party (United),4,West Bengal,"EVM_votes, postal_votes, total_votes in absolute number",2024,898,14,902
General,Balurghat,SUKANTA MAJUMDAR,BJP,Bharatiya Janata Party,2071,West Bengal,"EVM_votes, postal_votes, total_votes in absolute number",2024,572925,1,574996
General,Banaskantha,BAJAG LASHABHAI LAVAJIBHAI,Other,Independent,15,Gujarat,"EVM_votes, postal_votes, total_votes in absolute number",2024,2994,9,3009
General,Banaskantha,CHETANKUMAR KESHAVLAL OZA,Other,Independent,13,Gujarat,"EVM_votes, postal_votes, total_votes in absolute number",2024,1321,13,1334
General,Banaskantha,DR. REKHABEN HITESHBHAI CHAUDHARI,BJP,Bharatiya Janata Party,5717,Gujarat,"EVM_votes, postal_votes, total_votes in absolute number",2024,635760,2,641477
General,Banaskantha,GENIBEN NAGAJI THAKOR,INC,Indian National Congress,4811,Gujarat,"EVM_votes, postal_votes, total_votes in absolute number",2024,667072,1,671883
General,Banaskantha,IBRAHIMBHAI PARASANI,Other,Independent,3,Gujarat,"EVM_votes, postal_votes, total_votes in absolute number",2024,1588,11,1591
General,Banaskantha,JASUBHAI GAMAR,Other,Bharat Adivasi Party,11,Gujarat,"EVM_votes, postal_votes, total_votes in absolute number",2024,4615,7,4626
General,Banaskantha,MANSUNGBHAI MASHRUBHAI PARMAR,Other,Bahujan Samaj Party,29,Gujarat,"EVM_votes, postal_votes, total_votes in absolute number",2024,9900,4,9929
General,Banaskantha,NOTA,Other,None of the Above,133,Gujarat,"EVM_votes, postal_votes, total_votes in absolute number",2024,22034,3,22167
General,Banaskantha,PARMAR CHHAGANCHANDRARAJ,Other,Independent,5,Gujarat,"EVM_votes, postal_votes, total_votes in absolute number",2024,1369,12,1374
General,Banaskantha,PATEL PIYUSHBHAI KARSHANBHAI,Other,Bharatiya Yuva Jan Ekta Party,10,Gujarat,"EVM_votes, postal_votes, total_votes in absolute number",2024,3503,8,3513
General,Banaskantha,PRAVINBHAI ISHVARBHAI CHAUHAN,Other,Swatantrata Abhivyakti Party,1,Gujarat,"EVM_votes, postal_votes, total_votes in absolute number",2024,1822,10,1823
General,Banaskantha,RATHOD MAVJI BHEMAJI,Other,Independent,6,Gujarat,"EVM_votes, postal_votes, total_votes in absolute number",2024,7690,5,7696
General,Banaskantha,SHRIMALI ASHOKBHAI BALCHANDBHAI,Other,Independent,8,Gujarat,"EVM_votes, postal_votes, total_votes in absolute number",2024,5473,6,5481
General,Banda,BABULAL,Other,Log Party,3,Uttar Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,2358,12,2361
General,Banda,DINESH KUMAR PATEL,Other,Sardar Patel Siddhant Party,1,Uttar Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,2507,11,2508
General,Banda,GULAB CHANDER BARMA,Other,Rashtra Uday Party,2,Uttar Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,5905,7,5907
General,Banda,KRISHNA DEVI SHIVSHANKER PATEL,Other,Samajwadi Party,549,Uttar Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,406018,1,406567
General,Banda,MAYANK DWIVEDI,Other,Bahujan Samaj Party,215,Uttar Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,245530,3,245745
General,Banda,NOTA,Other,None of the Above,9,Uttar Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,13226,4,13235
General,Banda,PANCHA URF PANCHAMLAL,Other,Bhagidari Party(P),3,Uttar Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,7714,6,7717
General,Banda,PRAMOD AZAD,Other,Apna Dal (Kamerawadi),1,Uttar Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,2141,13,2142
General,Banda,R. K. SINGH PATEL,BJP,Bharatiya Janata Party,407,Uttar Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,334950,2,335357
General,Banda,RAMCHANDRA SARAS,Other,Communist Party of India,2,Uttar Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,9436,5,9438
General,Banda,RAMCHRAN,Other,Independent,4,Uttar Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,5419,8,5423
General,Banda,SHRIRAM SINGH GAUR,Other,Bhartiya Shakti Chetna Party,3,Uttar Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,3347,10,3350
General,Banda,SURENDRA KUMAR,Other,Swatantra Jantaraj Party,2,Uttar Pradesh,"EVM_votes, postal_votes, total_votes in absolute number",2024,4380,9,4382
General,Bangalore central,ABHAYA SHEELA.,Other,Rashtriya Samaj Dal (R),10,Karnataka,"EVM_votes, postal_votes, total_votes in absolute number",2024,625,14,635
General,Bangalore central,B. KRISHNA PRASAD,Other,"Proutist Bloc, India",3,Karnataka,"EVM_votes, postal_votes, total_votes in absolute number",2024,324,20,327
General,Bangalore central,C.M. SHABAZ KHAN,Other,Young Star Empowerment Party,1,Karnataka,"EVM_votes, postal_votes, total_votes in absolute number",2024,428,18,429
General,Bangalore central,H. P. SHIVAPRAKASH,Other,Socialist Unity Centre Of India (COMMUNIST),7,Karnataka,"EVM_votes, postal_votes, total_votes in absolute number",2024,700,12,707
General,Bangalore central,JAYALAKSHMI SUNDARA RAJAN,Other,Independent,6,Karnataka,"EVM_votes, postal_votes, total_votes in absolute number",2024,2755,5,2761
General,Bangalore central,K. MANJUNATHA,Other,Independent,4,Karnataka,"EVM_votes, postal_votes, total_votes in absolute number",2024,1552,7,1556
General,Bangalore central,KARTHIK. K,Other,Voters Independent Party,7,Karnataka,"EVM_votes, postal_votes, total_votes in absolute number",2024,594,15,601
General,Bangalore central,MANSOOR ALI KHAN,INC,Indian National Congress,840,Karnataka,"EVM_votes, postal_votes, total_votes in absolute number",2024,625368,2,626208
General,Bangalore central,MODI SAIFULLA,Other,Independent,7,Karnataka,"EVM_votes, postal_votes, total_votes in absolute number",2024,688,13,695
General,Bangalore central,MUKTHAR ALI KHAN,Other,Karnataka Karmikara Paksha,'-,Karnataka,"EVM_votes, postal_votes, total_votes in absolute number",2024,314,21,314
General,Bangalore central,MURUGESH. R,Other,Independent,'-,Karnataka,"EVM_votes, postal_votes, total_votes in absolute number",2024,1162,9,1162
General,Bangalore central,NOTA,Other,None of the Above,23,Karnataka,"EVM_votes, postal_votes, total_votes in absolute number",2024,12103,3,12126
General,Bangalore central,P C MOHAN,BJP,Bharatiya Janata Party,1679,Karnataka,"EVM_votes, postal_votes, total_votes in absolute number",2024,657236,1,658915
General,Bangalore central,PRAKASH. K,Other,Karnataka Rashtra Samithi,13,Karnataka,"EVM_votes, postal_votes, total_votes in absolute number",2024,766,11,779
General,Bangalore central,RANJITH VISHWA,Other,Samajwadi Janata Party(Karnataka),4,Karnataka,"EVM_votes, postal_votes, total_votes in absolute number",2024,270,23,274
General,Bangalore central,RUMAN SHARIFFE,Other,Independent,1,Karnataka,"EVM_votes, postal_votes, total_votes in absolute number",2024,170,24,171
General,Bangalore central,S. M. KRISHNA,Other,Independent,8,Karnataka,"EVM_votes, postal_votes, total_votes in absolute number",2024,1466,8,1474
General,Bangalore central,SATISH CHANDRA. M.,Other,Bahujan Samaj Party,16,Karnataka,"EVM_votes, postal_votes, total_votes in absolute number",2024,3071,4,3087
General,Bangalore central,SURESH BABU. M. C,Other,Uttama Prajaakeeya Party,4,Karnataka,"EVM_votes, postal_votes, total_votes in absolute number",2024,1735,6,1739
General,Bangalore central,SYED ASIF BUKHARI,Other,Independent,'-,Karnataka,"EVM_votes, postal_votes, total_votes in absolute number",2024,286,22,286
General,Bangalore central,T.R. JAGANNATHA RAO,Other,Bharatiya Prajagala Kalyana Paksha,4,Karnataka,"EVM_votes, postal_votes, total_votes in absolute number",2024,456,16,460
General,Bangalore central,UMA. V.,Other,Independent,7,Karnataka,"EVM_votes, postal_votes, total_votes in absolute number",2024,820,10,827
